transaction_id,account_id,user_id,amount,transaction_type,category,transaction_time
429,136,8888,-4500027,debit,salary,2025-04-12 16:38:15.831566
430,45,8888,-1915126,credit,,2025-03-20 16:38:15.831570
431,31,8888,1824837,debt,,2025-10-02 16:38:15.831574
432,144,8888,-2064647,debit,salary,2025-06-17 16:38:15.831577
433,36,39,394827,debt,salary,2025-06-20 16:38:15.831581
434,148,12,2887228,debit,salary,2025-11-08 16:38:15.831585
435,60,8888,4559092,debit,salary,2025-07-02 16:38:15.831589
436,66,24,586098,debt,transfer,2025-07-21 16:38:15.831592
437,14,14,4704373,credit,salary,2025-03-13 16:38:15.831595
438,52,35,964804,debt,transfer,2025-10-25 16:38:15.831599
439,102,32,2227916,debit,transfer,2025-07-19 16:38:15.831608
440,132,8888,1583629,debt,rent,2025-06-11 16:38:15.831612
441,149,8888,2887791,credit,salary,2025-05-01 16:38:15.831616
442,77,8888,-4386010,debit,rent,2025-04-29 16:38:15.831620
443,114,45,-2364272,debit,,2025-09-14 16:38:15.831624
444,106,18,3923272,credit,groceries,2025-04-22 16:38:15.831628
445,16,57,1921877,credit,salary,2025-07-09 16:38:15.831632
446,2,8888,3106628,credit,transfer,2025-02-27 16:38:15.831636
447,67,8888,-582096,debit,rent,2025-02-26 16:38:15.831640
448,71,8888,2297087,debit,,2025-11-24 16:38:15.831644
449,113,8888,-1041137,debit,salary,2025-03-25 16:38:15.831648
450,143,8888,479902,credit,transfer,2025-09-14 16:38:15.831651
451,148,79,-3296360,debit,,2025-08-23 16:38:15.831655
452,57,83,438881,debit,groceries,2025-08-07 16:38:15.831659
453,114,89,-1861663,credit,rent,2025-03-06 16:38:15.831663
454,43,33,-4730209,credit,transfer,2025-09-19 16:38:15.831666
455,104,33,3534899,debt,transfer,2025-06-24 16:38:15.831670
456,105,26,1355088,credit,groceries,2025-05-24 16:38:15.831674
457,95,8888,881446,debit,,2025-03-05 16:38:15.831677
458,113,8888,3806255,credit,,2025-06-12 16:38:15.831681
459,126,8888,1726873,debit,rent,2025-04-28 16:38:15.831685
460,135,86,3597744,debt,,2025-11-17 16:38:15.831688
461,30,8888,3433395,debt,rent,2025-06-28 16:38:15.831693
462,69,85,2414881,debit,transfer,2025-05-14 16:38:15.831697
463,127,8888,-3026039,credit,,2025-10-15 16:38:15.831701
464,111,8888,1261987,credit,groceries,2025-03-20 16:38:15.831705
465,92,72,-1692274,debit,,2025-12-20 16:38:15.831708
466,14,8888,1129007,credit,salary,2025-03-24 16:38:15.831712
467,147,8888,355495,debt,salary,2025-05-21 16:38:15.831715
468,100,45,658952,debt,transfer,2025-05-31 16:38:15.831719
469,54,67,-432948,credit,groceries,2025-09-01 16:38:15.831722
470,2,16,-2821164,debit,rent,2025-07-01 16:38:15.831726
471,72,69,4694807,debit,salary,2025-05-08 16:38:15.831729
472,84,90,-3882525,credit,rent,2025-03-28 16:38:15.831733
473,143,8888,1343048,credit,,2025-11-03 16:38:15.831737
474,8,17,-793755,credit,salary,2025-11-03 16:38:15.831740
475,27,93,4562699,credit,,2025-07-15 16:38:15.831744
476,38,8888,4201999,debt,groceries,2025-04-23 16:38:15.831747
477,41,37,76053,debt,,2025-05-09 16:38:15.831750
478,136,8888,2398199,credit,rent,2025-07-11 16:38:15.831754
479,7,78,-1741311,debit,groceries,2025-12-08 16:38:15.831757
480,58,78,3363430,debit,rent,2025-04-01 16:38:15.831761
481,60,28,2368277,debit,rent,2025-10-05 16:38:15.831765
482,13,93,-4178703,credit,transfer,2025-07-07 16:38:15.831768
483,144,8888,-635558,credit,salary,2025-02-28 16:38:15.831772
484,65,51,3522253,debt,groceries,2025-11-30 16:38:15.831775
485,110,17,-2890509,credit,,2025-02-13 16:38:15.831779
486,86,35,3446723,debit,,2025-07-10 16:38:15.831783
487,58,8888,-1019105,credit,salary,2025-06-07 16:38:15.831786
488,84,8888,-3507910,credit,salary,2025-09-18 16:38:15.831790
489,33,90,3118300,debit,transfer,2025-10-01 16:38:15.831794
490,109,8888,-4427131,credit,groceries,2025-11-25 16:38:15.831798
491,147,8888,2688444,credit,rent,2025-07-04 16:38:15.831802
492,116,8888,2842287,debt,salary,2025-07-11 16:38:15.831805
493,123,8888,2027765,debt,,2025-11-15 16:38:15.831808
494,15,8888,-3526461,credit,,2025-06-17 16:38:15.831812
495,11,8888,1200843,debt,,2025-02-28 16:38:15.831815
496,55,8888,3859758,debt,salary,2025-10-28 16:38:15.831819
497,1,67,-4308133,credit,groceries,2025-09-03 16:38:15.831823
498,135,67,-3256803,credit,transfer,2025-10-31 16:38:15.831826
499,23,45,4075073,credit,rent,2025-06-14 16:38:15.831830
500,131,8888,1815136,debt,transfer,2025-07-29 16:38:15.831833
501,70,81,-2509124,debit,groceries,2025-10-19 16:38:15.831837
502,132,7,-1537004,credit,,2025-04-30 16:38:15.831840
503,146,69,3863220,debt,,2025-12-19 16:38:15.831844
504,58,8888,4298089,debt,rent,2025-09-25 16:38:15.831848
505,7,8888,3282553,debt,groceries,2025-02-27 16:38:15.831851
506,125,8888,3050604,debt,,2025-10-29 16:38:15.831855
507,77,8888,-351680,credit,groceries,2025-11-07 16:38:15.831858
508,90,45,3661125,debt,transfer,2025-10-08 16:38:15.831862
509,59,8888,4537362,debt,groceries,2025-12-16 16:38:15.831865
510,136,85,4478713,debit,rent,2025-03-03 16:38:15.831869
511,136,62,-3569449,debit,rent,2025-12-19 16:38:15.831874
512,114,63,-1872949,credit,groceries,2025-11-08 16:38:15.831878
513,63,8888,4627082,debt,transfer,2025-08-02 16:38:15.831881
514,52,8888,-853329,credit,,2025-12-16 16:38:15.831885
515,147,23,-1320182,credit,,2025-04-11 16:38:15.831889
516,34,8888,-3043684,credit,salary,2025-04-25 16:38:15.831893
517,40,8888,2317463,debt,groceries,2025-09-14 16:38:15.831896
518,140,8888,-2784448,credit,salary,2025-07-12 16:38:15.831900
519,52,8888,-2207067,credit,groceries,2025-11-10 16:38:15.831904
520,53,31,1521878,debt,salary,2025-04-02 16:38:15.831907
521,41,8888,2927428,debt,rent,2025-11-07 16:38:15.831911
522,135,8888,4551881,credit,transfer,2025-10-16 16:38:15.831915
523,28,35,-507375,credit,rent,2025-08-22 16:38:15.831918
524,7,69,2087263,debt,salary,2025-05-13 16:38:15.831922
525,32,43,604394,debt,,2025-05-15 16:38:15.831926
526,26,39,4293055,credit,transfer,2025-05-31 16:38:15.831929
527,129,8888,2820588,credit,groceries,2025-07-03 16:38:15.831933
528,62,8888,3843786,credit,,2025-09-30 16:38:15.831936
529,99,62,2689145,debt,transfer,2025-06-04 16:38:15.831939
530,145,8888,2248427,credit,salary,2025-05-22 16:38:15.831943
531,115,48,-702901,debit,groceries,2025-07-09 16:38:15.831947
532,128,8888,1688718,credit,groceries,2025-05-28 16:38:15.831951
533,146,8888,2137130,debit,groceries,2025-11-26 16:38:15.831954
534,120,82,1081650,debt,groceries,2025-09-23 16:38:15.831958
535,67,8888,3120752,debt,transfer,2025-03-11 16:38:15.831961
536,32,34,3688813,debt,transfer,2025-07-16 16:38:15.831965
537,86,8888,-269362,credit,,2025-06-15 16:38:15.831968
538,19,8888,-4619192,debit,rent,2025-03-25 16:38:15.831972
539,137,8888,2247535,credit,rent,2025-05-20 16:38:15.831976
540,41,11,3886888,debt,,2025-11-26 16:38:15.831979
541,142,8888,4104848,debt,rent,2025-05-05 16:38:15.831983
542,60,8888,-4206511,debit,groceries,2025-12-16 16:38:15.831987
543,32,8888,-2369244,debit,transfer,2025-06-05 16:38:15.831990
544,45,49,-4386497,debit,salary,2025-05-12 16:38:15.831994
545,62,37,735116,credit,groceries,2025-10-03 16:38:15.831997
546,111,34,-3886838,credit,salary,2025-07-23 16:38:15.832001
547,134,8888,2264116,debt,groceries,2025-11-03 16:38:15.832004
548,122,8888,-3354765,debit,,2025-08-22 16:38:15.832008
549,144,8888,865461,credit,salary,2025-08-13 16:38:15.832012
550,3,8888,-3868840,debit,rent,2025-09-28 16:38:15.832015
551,118,82,3845817,debit,rent,2025-09-29 16:38:15.832019
552,146,87,3721391,debt,groceries,2025-08-28 16:38:15.832022
553,5,77,4531272,debit,,2025-05-06 16:38:15.832026
554,96,41,3550309,debt,salary,2025-07-29 16:38:15.832029
555,4,96,4073935,debt,salary,2025-03-15 16:38:15.832032
556,80,8888,-2233640,debit,groceries,2025-08-22 16:38:15.832036
557,130,27,2256339,credit,transfer,2025-06-29 16:38:15.832039
558,91,34,1817357,debit,salary,2025-10-28 16:38:15.832043
559,54,8888,3965781,debt,transfer,2025-09-02 16:38:15.832046
560,19,8888,-4973966,debit,groceries,2025-06-10 16:38:15.832050
561,142,25,3287576,debt,groceries,2025-09-19 16:38:15.832054
562,19,8888,-1305623,credit,transfer,2025-10-10 16:38:15.832057
563,84,56,-4270268,debit,groceries,2025-08-23 16:38:15.832061
564,108,8888,-1056507,debit,,2025-04-25 16:38:15.832064
565,17,8888,1883146,debit,transfer,2025-10-14 16:38:15.832068
566,113,74,4192017,credit,groceries,2025-10-24 16:38:15.832071
567,31,8888,1768612,credit,,2025-11-18 16:38:15.832075
568,17,8888,1772953,debit,,2025-08-12 16:38:15.832078
569,49,8888,-1645676,credit,salary,2025-09-12 16:38:15.832082
570,134,86,-2624884,debit,rent,2025-03-17 16:38:15.832086
571,115,62,4243111,credit,rent,2025-03-12 16:38:15.832089
572,15,8888,3442588,credit,salary,2025-10-30 16:38:15.832093
573,44,8888,4456990,debit,,2025-02-28 16:38:15.832097
574,52,89,3188369,debt,rent,2025-05-01 16:38:15.832100
575,114,8888,4087744,debt,transfer,2025-07-06 16:38:15.832103
576,50,8888,-3281210,credit,transfer,2025-03-12 16:38:15.832107
577,98,8888,2224202,debt,,2025-12-03 16:38:15.832111
578,66,8888,-2928556,credit,salary,2025-09-06 16:38:15.832114
579,105,8888,-3073228,debit,,2025-04-24 16:38:15.832118
580,145,19,3413731,debt,groceries,2025-10-26 16:38:15.832121
581,140,20,909611,credit,rent,2025-08-30 16:38:15.832125
582,41,8888,4301528,credit,salary,2025-07-02 16:38:15.832128
583,21,85,898525,credit,transfer,2025-06-13 16:38:15.832132
584,47,50,-4141855,debit,groceries,2025-11-02 16:38:15.832135
585,32,8888,-3026074,debit,groceries,2025-11-11 16:38:15.832139
586,94,8888,-530196,credit,rent,2025-11-21 16:38:15.832142
587,122,8888,-2393117,debit,rent,2025-05-11 16:38:15.832146
588,66,90,3676328,credit,rent,2025-08-11 16:38:15.832149
589,118,8888,-134827,credit,rent,2025-03-20 16:38:15.832153
590,135,89,-2238857,credit,rent,2025-03-03 16:38:15.832156
591,53,8888,-4980808,debit,rent,2025-07-28 16:38:15.832160
592,127,8888,1270691,debit,groceries,2025-08-02 16:38:15.832163
593,126,8888,-3388681,debit,salary,2025-03-24 16:38:15.832167
594,71,8888,1736258,debt,salary,2025-04-04 16:38:15.832171
595,68,7,4140983,debt,,2025-06-07 16:38:15.832174
596,96,8888,3931933,debit,salary,2025-03-29 16:38:15.832178
597,134,8888,2769553,credit,,2025-12-09 16:38:15.832181
598,90,19,3378603,debt,,2025-08-29 16:38:15.832184
599,111,8888,-320160,debit,salary,2025-03-18 16:38:15.832187
600,25,8888,-261056,credit,transfer,2025-08-04 16:38:15.832191
601,17,65,4716143,credit,,2025-04-05 16:38:15.832194
602,101,5,3440075,debt,groceries,2025-11-29 16:38:15.832198
603,141,8888,3442982,debt,groceries,2025-06-20 16:38:15.832201
604,116,8888,41342,credit,groceries,2025-11-22 16:38:15.832205
605,45,8888,820337,credit,salary,2025-09-28 16:38:15.832208
606,82,68,4335013,debt,rent,2025-03-14 16:38:15.832211
607,83,8888,4530468,debit,transfer,2025-08-11 16:38:15.832215
608,114,71,3560628,debt,salary,2025-11-27 16:38:15.832218
609,136,88,2231628,debt,rent,2025-11-07 16:38:15.832221
610,81,59,1786444,credit,transfer,2025-11-04 16:38:15.832225
611,67,52,3826319,credit,rent,2025-05-20 16:38:15.832229
612,141,83,3104765,debit,rent,2025-10-27 16:38:15.832232
613,23,8888,1113861,debit,salary,2025-11-09 16:38:15.832236
614,114,8888,-3319504,debit,transfer,2025-06-29 16:38:15.832239
615,35,65,55890,debit,rent,2025-06-28 16:38:15.832243
616,125,81,1396731,debt,groceries,2025-02-20 16:38:15.832246
617,6,95,1833190,debt,rent,2025-05-26 16:38:15.832250
618,102,46,4148007,credit,,2025-07-09 16:38:15.832253
619,98,8888,2788396,credit,transfer,2025-09-20 16:38:15.832257
620,55,19,3952432,debt,,2025-07-11 16:38:15.832260
621,4,3,974634,debt,groceries,2025-08-15 16:38:15.832263
622,54,8888,4780361,debt,rent,2025-03-23 16:38:15.832267
623,45,6,4259352,debt,transfer,2025-07-24 16:38:15.832270
624,44,8888,2757188,debt,transfer,2025-05-08 16:38:15.832273
625,116,8888,-2186067,credit,transfer,2025-11-10 16:38:15.832277
626,128,90,4793079,debt,salary,2025-11-06 16:38:15.832280
627,32,60,1186678,credit,,2025-05-25 16:38:15.832284
628,79,8888,637176,debt,,2025-07-18 16:38:15.832287
629,85,8888,-3285487,credit,salary,2025-08-21 16:38:15.832291
630,35,46,-2384508,debit,salary,2025-11-06 16:38:15.832294
631,40,44,1932601,debit,rent,2025-04-23 16:38:15.832298
632,26,8888,-2595005,debit,rent,2025-12-03 16:38:15.832301
633,111,8888,4061892,credit,transfer,2025-07-20 16:38:15.832305
634,133,36,129968,credit,groceries,2025-07-12 16:38:15.832308
635,71,8888,2056857,credit,rent,2025-05-01 16:38:15.832312
636,144,8888,341281,debit,salary,2025-06-15 16:38:15.832316
637,63,63,-4500675,debit,transfer,2025-05-07 16:38:15.832319
638,137,86,4745680,credit,,2025-07-29 16:38:15.832323
639,117,8888,-754822,debit,transfer,2025-08-29 16:38:15.832327
640,73,37,-3357568,credit,groceries,2025-04-04 16:38:15.832330
641,82,8888,-1637278,credit,,2025-10-30 16:38:15.832334
642,27,8888,-1886811,debit,,2025-07-18 16:38:15.832337
643,94,52,656184,credit,,2025-08-28 16:38:15.832341
644,65,8888,444990,debt,salary,2025-11-26 16:38:15.832344
645,94,8888,3160956,debt,salary,2025-05-01 16:38:15.832347
646,146,8888,4552887,debt,transfer,2025-05-14 16:38:15.832351
647,120,8888,185139,debt,rent,2025-08-06 16:38:15.832354
648,45,8888,3155151,debit,salary,2025-06-06 16:38:15.832358
649,27,24,-2468756,credit,salary,2025-11-26 16:38:15.832361
650,122,8888,-991651,credit,rent,2025-12-15 16:38:15.832365
651,12,23,-3625522,credit,rent,2025-06-26 16:38:15.832368
652,69,8888,-1092694,credit,rent,2025-11-12 16:38:15.832372
653,1,8888,1737995,credit,,2025-02-17 16:38:15.832376
654,43,8888,-1072370,credit,groceries,2025-08-13 16:38:15.832379
655,39,28,2843595,debt,rent,2025-08-08 16:38:15.832383
656,42,8888,926114,debt,,2025-09-20 16:38:15.832386
657,149,8888,4033421,debit,rent,2025-03-27 16:38:15.832390
658,138,69,-2163295,debit,,2025-03-13 16:38:15.832393
659,116,35,905127,debit,transfer,2025-06-27 16:38:15.832397
660,35,8888,603842,debit,transfer,2025-08-28 16:38:15.832400
661,32,31,1966444,debit,transfer,2025-04-04 16:38:15.832404
662,136,8,4023064,debt,transfer,2025-05-26 16:38:15.832407
663,40,14,-1895087,debit,salary,2025-04-24 16:38:15.832410
664,29,62,4344417,debt,,2025-07-19 16:38:15.832414
665,30,36,289197,credit,rent,2025-06-08 16:38:15.832417
666,121,87,276899,debit,rent,2025-08-10 16:38:15.832421
667,7,56,1648483,debt,groceries,2025-05-02 16:38:15.832424
668,106,8888,4217500,debt,groceries,2025-06-17 16:38:15.832427
669,106,43,3162379,debt,,2025-10-23 16:38:15.832431
670,30,8888,64837,debit,groceries,2025-12-15 16:38:15.832434
671,100,8888,4882345,debit,rent,2025-03-09 16:38:15.832437
672,37,8888,3081756,debt,rent,2025-07-31 16:38:15.832441
673,10,35,4351685,debit,,2025-10-26 16:38:15.832444
674,25,8888,3342124,credit,,2025-10-15 16:38:15.832448
675,91,68,-4117286,debit,rent,2025-06-06 16:38:15.832452
676,90,78,1233358,debit,transfer,2025-06-28 16:38:15.832456
677,105,8888,-3555163,credit,,2025-07-21 16:38:15.832459
678,2,8888,2774746,credit,,2025-12-20 16:38:15.832462
679,3,8888,-3809735,debit,rent,2025-02-26 16:38:15.832466
680,131,8888,1070774,debt,,2025-02-28 16:38:15.832469
681,60,8888,2273644,credit,groceries,2025-11-07 16:38:15.832473
682,89,8888,-4448478,credit,groceries,2025-11-27 16:38:15.832477
683,86,87,4254660,credit,rent,2025-08-09 16:38:15.832480
684,117,75,805825,debt,salary,2025-05-14 16:38:15.832483
685,88,28,972700,credit,,2025-04-09 16:38:15.832487
686,34,68,4536666,credit,groceries,2025-06-20 16:38:15.832490
687,44,76,926112,debit,transfer,2025-05-01 16:38:15.832494
688,75,3,4705796,credit,salary,2025-09-22 16:38:15.832498
689,143,93,-1474038,debit,,2025-05-10 16:38:15.832502
690,52,8888,3716333,debt,transfer,2025-07-27 16:38:15.832505
691,136,55,3528643,credit,groceries,2025-04-16 16:38:15.832508
692,98,8888,3195596,debt,,2025-03-01 16:38:15.832512
693,105,8888,-110649,debit,,2025-07-17 16:38:15.832515
694,22,56,-3497236,debit,,2025-05-23 16:38:15.832520
695,58,8888,-4737942,debit,,2025-06-12 16:38:15.832523
696,114,89,4060549,debt,rent,2025-05-15 16:38:15.832527
697,150,7,1030973,credit,groceries,2025-09-10 16:38:15.832530
698,76,8888,3070602,debt,,2025-10-19 16:38:15.832534
699,28,8888,960323,credit,salary,2025-08-30 16:38:15.832537
700,73,8888,909693,credit,rent,2025-12-04 16:38:15.832541
701,63,38,122061,debit,groceries,2025-05-08 16:38:15.832545
702,129,31,-3541295,credit,,2025-03-10 16:38:15.832548
703,83,8888,-4643671,debit,groceries,2025-04-04 16:38:15.832552
704,119,8888,1984146,credit,rent,2025-11-02 16:38:15.832555
705,143,8888,2889700,credit,rent,2025-05-19 16:38:15.832559
706,72,8888,809310,debit,groceries,2025-03-10 16:38:15.832562
707,126,37,1585640,credit,salary,2025-12-01 16:38:15.832566
708,2,8888,4909956,debt,groceries,2025-07-12 16:38:15.832569
709,146,8888,1879527,debit,groceries,2025-06-25 16:38:15.832573
710,64,8888,-1080128,credit,,2025-10-24 16:38:15.832576
711,30,86,1847064,debt,transfer,2025-02-12 16:38:15.832580
712,100,66,-2356442,credit,salary,2025-08-03 16:38:15.832583
713,62,10,4109097,debt,,2025-09-22 16:38:15.832587
714,129,32,1437339,debt,transfer,2025-02-28 16:38:15.832590
715,77,47,4512278,debt,rent,2025-03-23 16:38:15.832593
716,55,8888,3787820,debt,,2025-07-05 16:38:15.832597
717,116,8888,-3883322,credit,groceries,2025-05-31 16:38:15.832600
718,56,25,-2904017,credit,rent,2025-07-29 16:38:15.832611
719,140,8888,2924753,credit,transfer,2025-12-13 16:38:15.832616
720,46,6,372245,credit,rent,2025-07-02 16:38:15.832652
721,57,8888,-4392917,credit,groceries,2025-04-16 16:38:15.832660
722,29,8888,-264382,credit,,2025-11-11 16:38:15.832665
723,135,8888,4246641,credit,,2025-09-19 16:38:15.832670
724,111,8888,974377,credit,,2025-02-16 16:38:15.832674
725,1,10,-3065489,debit,,2025-06-27 16:38:15.832678
726,48,8888,1260019,debt,groceries,2025-07-20 16:38:15.832855
727,18,79,-4081380,debit,transfer,2025-08-15 16:38:15.832861
728,28,8888,3014627,debt,salary,2025-03-07 16:38:15.832864
729,27,8888,4185894,debt,transfer,2025-09-12 16:38:15.832868
730,34,4,-326312,credit,salary,2025-04-28 16:38:15.832872
731,40,92,4530469,credit,,2025-07-22 16:38:15.832876
732,37,8888,4085532,debt,transfer,2025-11-07 16:38:15.832880
733,136,51,-3127664,credit,rent,2025-11-15 16:38:15.832883
734,34,90,-2865259,credit,transfer,2025-12-02 16:38:15.832887
735,99,8888,-609147,debit,transfer,2025-03-23 16:38:15.832891
736,8,49,-2769252,credit,transfer,2025-10-21 16:38:15.832895
737,66,48,2366015,debt,transfer,2025-02-27 16:38:15.832899
738,131,63,522994,debit,salary,2025-12-11 16:38:15.832903
739,53,91,-906130,debit,groceries,2025-06-07 16:38:15.832907
740,74,24,-2056946,debit,transfer,2025-06-28 16:38:15.832911
741,38,39,1817490,debt,rent,2025-06-05 16:38:15.832914
742,5,15,4401316,debt,rent,2025-11-22 16:38:15.832917
743,79,35,94940,debt,groceries,2025-12-19 16:38:15.832921
744,116,8888,-3870656,debit,salary,2025-11-19 16:38:15.832924
745,8,8888,1320788,debt,salary,2025-06-27 16:38:15.832928
746,91,24,592169,debt,rent,2025-05-16 16:38:15.832932
747,105,8888,-517175,debit,,2025-10-25 16:38:15.832936
748,23,8888,3712160,credit,rent,2025-08-21 16:38:15.832940
749,84,8888,2127383,debit,groceries,2025-09-04 16:38:15.832943
750,48,8888,-182681,debit,rent,2025-11-10 16:38:15.832947
751,19,8888,-4154633,credit,,2025-11-06 16:38:15.832951
752,63,8888,-3103383,debit,,2025-05-27 16:38:15.832955
753,48,8888,2185854,debt,groceries,2025-11-02 16:38:15.832959
754,91,62,2044521,debt,groceries,2025-09-26 16:38:15.832962
755,84,94,886521,debit,,2025-08-27 16:38:15.832966
756,60,87,-3782871,credit,rent,2025-03-18 16:38:15.832969
757,11,8888,-1315047,credit,rent,2025-09-23 16:38:15.832973
758,101,8888,2302108,debt,salary,2025-09-22 16:38:15.832976
759,73,7,1726315,debit,salary,2025-05-13 16:38:15.832980
760,61,8888,-2898270,credit,,2025-08-16 16:38:15.832983
761,47,31,-2091026,debit,rent,2025-08-18 16:38:15.832987
762,11,8888,2207685,debt,transfer,2025-07-26 16:38:15.832991
763,78,39,994129,debit,transfer,2025-08-17 16:38:15.832994
764,84,29,4728903,debt,transfer,2025-09-12 16:38:15.832998
765,20,35,-2700592,debit,salary,2025-10-14 16:38:15.833001
766,26,25,-2323038,debit,salary,2025-11-06 16:38:15.833005
767,19,10,1865653,credit,rent,2025-10-27 16:38:15.833008
768,92,8888,4574015,debt,rent,2025-02-21 16:38:15.833296
769,140,97,-4993436,debit,groceries,2025-03-20 16:38:15.833300
770,8,47,625753,debit,,2025-07-30 16:38:15.833304
771,12,69,4934954,debt,groceries,2025-02-14 16:38:15.833308
772,130,8888,-4841628,credit,,2025-11-19 16:38:15.833311
773,87,53,-4712173,debit,rent,2025-10-07 16:38:15.833315
774,43,95,2009708,debt,groceries,2025-02-27 16:38:15.833319
775,108,28,1772910,debt,,2025-08-20 16:38:15.833322
776,14,20,884586,debt,salary,2025-09-27 16:38:15.833325
777,142,86,-1302886,credit,transfer,2025-09-23 16:38:15.833329
778,21,91,-491563,debit,salary,2025-08-09 16:38:15.833332
779,39,11,2662018,debt,,2025-05-30 16:38:15.833336
780,50,8888,4269110,debit,transfer,2025-04-23 16:38:15.833339
781,65,2,-3440048,debit,groceries,2025-10-14 16:38:15.833344
782,73,8888,1429464,credit,transfer,2025-06-11 16:38:15.833347
783,55,8888,1692094,debt,groceries,2025-09-25 16:38:15.833351
784,105,8888,-1370146,credit,salary,2025-07-17 16:38:15.833355
785,144,8888,2630144,debt,transfer,2025-09-23 16:38:15.833358
786,10,8888,922764,debt,rent,2025-10-20 16:38:15.833362
787,139,8888,4507175,debt,,2025-04-11 16:38:15.833365
788,33,40,-3648956,debit,,2025-11-27 16:38:15.833369
789,102,8888,3191911,credit,transfer,2025-05-30 16:38:15.833373
790,34,8888,3754775,debit,transfer,2025-05-30 16:38:15.833377
791,51,10,4680606,debit,salary,2025-11-21 16:38:15.833380
792,125,8888,510703,credit,salary,2025-05-01 16:38:15.833384
793,78,49,-1145311,debit,,2025-09-03 16:38:15.833388
794,98,53,1649765,debt,,2025-10-13 16:38:15.833391
795,51,1,4781423,credit,rent,2025-03-28 16:38:15.833395
796,111,8888,4713685,credit,,2025-07-18 16:38:15.833398
797,96,8888,903290,credit,,2025-07-05 16:38:15.833402
798,79,84,3051533,debt,groceries,2025-12-10 16:38:15.833406
799,141,8888,4234238,debt,rent,2025-03-07 16:38:15.833409
800,16,26,3192647,debt,rent,2025-08-24 16:38:15.833413
801,73,87,1382303,debt,,2025-08-08 16:38:15.833416
802,82,8888,4786349,debt,,2025-08-15 16:38:15.833420
803,97,8888,-1169249,credit,,2025-09-11 16:38:15.833423
804,115,8888,2731176,debit,,2025-10-02 16:38:15.833427
805,100,59,-4639069,credit,groceries,2025-07-14 16:38:15.833431
806,68,8888,786809,debt,transfer,2025-03-01 16:38:15.833434
807,102,44,-160081,credit,rent,2025-09-28 16:38:15.833437
808,29,96,220636,debit,rent,2025-05-29 16:38:15.833441
809,100,8888,1273686,credit,transfer,2025-12-13 16:38:15.833445
810,40,8888,3050598,debit,transfer,2025-08-17 16:38:15.833449
811,28,83,-4387405,credit,transfer,2025-03-06 16:38:15.833453
812,28,8888,-4471241,credit,rent,2025-06-12 16:38:15.833457
813,9,8888,4945992,debt,rent,2025-04-21 16:38:15.833460
814,124,84,3905628,credit,salary,2025-09-25 16:38:15.833464
815,140,8888,1411261,debt,groceries,2025-06-13 16:38:15.833467
816,65,20,-1468486,debit,groceries,2025-08-17 16:38:15.833471
817,133,8888,3940418,credit,salary,2025-03-01 16:38:15.833474
818,139,27,322808,credit,transfer,2025-05-17 16:38:15.833478
819,144,8888,384136,debt,transfer,2025-11-15 16:38:15.833481
820,72,8888,4852755,credit,transfer,2025-06-18 16:38:15.833485
821,38,8888,-4841629,debit,,2025-09-12 16:38:15.833488
822,124,28,-4515323,credit,transfer,2025-06-16 16:38:15.833492
823,9,62,2019764,debt,rent,2025-11-22 16:38:15.833495
824,138,40,3517289,credit,groceries,2025-12-08 16:38:15.833500
825,89,58,-2163659,credit,transfer,2025-03-10 16:38:15.833503
826,95,25,4252726,debt,transfer,2025-08-29 16:38:15.833507
827,77,8888,483645,credit,transfer,2025-09-20 16:38:15.833510
828,114,60,938479,debt,transfer,2025-04-27 16:38:15.833514
829,131,20,477495,debit,salary,2025-05-13 16:38:15.833518
830,92,8888,-1087172,debit,salary,2025-05-12 16:38:15.833521
831,76,68,1495067,credit,groceries,2025-07-21 16:38:15.833525
832,29,8888,1181676,debit,,2025-08-24 16:38:15.833529
833,77,45,3045546,debt,,2025-08-10 16:38:15.833532
834,141,8888,-662771,credit,,2025-03-08 16:38:15.833535
835,87,52,498689,debt,groceries,2025-06-25 16:38:15.833539
836,27,40,-3883338,debit,,2025-12-09 16:38:15.833542
837,104,8888,-131016,debit,,2025-07-29 16:38:15.833545
838,32,64,771905,debit,groceries,2025-10-02 16:38:15.833549
839,123,94,333041,credit,,2025-10-07 16:38:15.833553
840,85,8888,-1616007,credit,transfer,2025-05-19 16:38:15.833556
841,8,16,-4942219,debit,,2025-11-09 16:38:15.833560
842,48,8888,2194043,debt,,2025-06-07 16:38:15.833563
843,47,8888,-4208678,debit,groceries,2025-10-09 16:38:15.833567
844,3,8888,1534112,debt,salary,2025-05-25 16:38:15.833570
845,97,8888,1583567,debt,rent,2025-03-11 16:38:15.833574
846,89,45,-4715565,credit,salary,2025-07-26 16:38:15.833578
847,38,8888,3349799,credit,rent,2025-06-03 16:38:15.833582
848,144,8888,2087415,debt,groceries,2025-03-15 16:38:15.833585
849,135,8888,-1382470,debit,transfer,2025-11-28 16:38:15.833589
850,73,8888,3732420,debt,salary,2025-04-16 16:38:15.833593
851,5,8888,3890332,credit,rent,2025-03-01 16:38:15.833596
852,141,36,1636111,debt,salary,2025-08-30 16:38:15.833600
853,73,8888,-4654794,debit,transfer,2025-11-25 16:38:15.833613
854,148,8888,-4468744,debit,,2025-11-26 16:38:15.833619
855,24,8888,1056387,debt,,2025-11-09 16:38:15.833622
856,95,8888,-1845804,credit,rent,2025-02-18 16:38:15.833626
857,82,51,2904059,debt,groceries,2025-11-06 16:38:15.833630
